label,path
98,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/24222.wav
65,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/418016.wav
85,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/88876.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/408205.wav
87,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/413624.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/403437.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/82382.wav
137,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/135400.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/67468.wav
101,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/70114.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/376581.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/64161.wav
52,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/366792.wav
98,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/24223.wav
7,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/51870.wav
65,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/389541.wav
95,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/164883.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/216275.wav
154,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/360491.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/106960.wav
101,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/401552.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/389227.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/418995.wav
161,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/327094.wav
98,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/101799.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336199.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/378590.wav
87,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/413618.wav
137,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/414611.wav
87,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/98494.wav
76,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/88687.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/163108.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/210638.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/190080.wav
85,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/27702.wav
161,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/398470.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/104193.wav
44,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/90976.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/34795.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/86127.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/9231.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/337278.wav
66,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/226407.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/344296.wav
137,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/388688.wav
63,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/20086.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/269476.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/102509.wav
45,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/94245.wav
76,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/361758.wav
116,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/264152.wav
30,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/326413.wav
66,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/129954.wav
64,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/215967.wav
76,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/88678.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/157252.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/107465.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/244296.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/86655.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/145656.wav
46,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/94251.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/16246.wav
118,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/17158.wav
44,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/90989.wav
41,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/329052.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/377648.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/149722.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/377660.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/45150.wav
173,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/90779.wav
50,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/340972.wav
133,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/136690.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/337522.wav
114,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/98443.wav
76,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/361764.wav
85,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/88888.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/256862.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/259589.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/362279.wav
50,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/340966.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/319813.wav
76,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/361770.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/273406.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/107459.wav
133,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/22861.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/367301.wav
52,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336628.wav
25,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/131855.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/377674.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/65294.wav
63,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/109312.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/66945.wav
45,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/144945.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/403153.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/372283.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/398882.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/137773.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/116965.wav
48,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/200167.wav
65,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/207608.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/200173.wav
52,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/188397.wav
137,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/173643.wav
173,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/422837.wav
85,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/242340.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/406759.wav
188,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/376797.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/380001.wav
189,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/61569.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/173125.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/163336.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/166266.wav
73,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/44931.wav
26,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/380029.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/257765.wav
46,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/164471.wav
45,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/82802.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/57795.wav
101,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/387020.wav
101,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/143970.wav
85,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/75252.wav
174,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/14860.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/406771.wav
112,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/120541.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/406765.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/50788.wav
114,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/217355.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/339902.wav
115,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/130034.wav
44,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/382819.wav
87,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/222305.wav
139,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/267881.wav
45,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/352190.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/398699.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/103415.wav
44,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/90547.wav
63,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/326177.wav
161,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/262053.wav
34,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/346697.wav
44,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/90553.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/232664.wav
30,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/270457.wav
50,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/197274.wav
85,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/84526.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/334201.wav
45,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/352184.wav
63,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/257956.wav
28,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/260122.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336416.wav
189,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/331379.wav
87,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/222311.wav
32,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/44702.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/323755.wav
52,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/47223.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/51441.wav
65,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/332658.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/268556.wav
118,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/103429.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/387785.wav
44,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/382825.wav
87,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/222339.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/7744.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/366209.wav
154,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/371013.wav
25,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/419692.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/15565.wav
41,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/377462.wav
98,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/100646.wav
133,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/41134.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/391859.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/216936.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/328172.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/369890.wav
48,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/159727.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/382831.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/160818.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/316922.wav
17,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/350977.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/275275.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/116756.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/3536.wav
50,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/60688.wav
154,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/57024.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/387949.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/221624.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/387791.wav
64,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/254324.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/182902.wav
189,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/168303.wav
17,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/401630.wav
30,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/321977.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/176883.wav
45,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/319230.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/166448.wav
154,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/202604.wav
52,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/390414.wav
64,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/386276.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/94696.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/125565.wav
139,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/250630.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/69727.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/415137.wav
34,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/94682.wav
64,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/386262.wav
66,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/373943.wav
112,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/96095.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/319224.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/24627.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/413220.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/199488.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/394128.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/414567.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/398712.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/135992.wav
101,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/433866.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/46934.wav
25,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/191942.wav
50,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/333397.wav
161,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/319218.wav
161,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/369927.wav
189,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/386538.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/398706.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/407269.wav
50,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/100083.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/349349.wav
161,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/395222.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/330107.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/379261.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/222271.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/89604.wav
34,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/339645.wav
17,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/344686.wav
141,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/79285.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/162835.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/256296.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/181576.wav
30,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/367739.wav
85,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/274751.wav
140,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/151227.wav
115,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/274989.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336204.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/366433.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/135979.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/239123.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/153342.wav
188,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/320300.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/273994.wav
34,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/339651.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/274023.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/336562.wav
115,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/211687.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/58277.wav
173,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/116636.wav
63,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/429143.wav
34,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/108408.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/156574.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/233426.wav
64,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/386289.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/238573.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/135951.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/238567.wav
104,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/433669.wav
17,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/331557.wav
66,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/24800.wav
118,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/361406.wav
114,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/32904.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/323635.wav
139,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/276608.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/353885.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/386074.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/257349.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/388059.wav
159,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/85599.wav
174,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/72677.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/53861.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/32253.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/252231.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/263952.wav
85,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/88903.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/69257.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/165425.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/415447.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/415453.wav
137,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/214516.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/263946.wav
115,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/138044.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/53875.wav
139,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/167540.wav
50,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/178460.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/67508.wav
141,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/84693.wav
7,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/36021.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/353649.wav
48,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/162438.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/115868.wav
30,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/192091.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/136041.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/53685.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/67520.wav
173,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/268185.wav
22,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/165419.wav
32,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/92967.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/86912.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/136727.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/233181.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/75642.wav
93,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/25061.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/166104.wav
186,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/119908.wav
101,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/12815.wav
71,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/392997.wav
136,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/398504.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/219768.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/53849.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/63752.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/252219.wav
120,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/158767.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/183163.wav
178,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/326201.wav
25,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/117070.wav
17,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/95749.wav
46,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/423888.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/190679.wav
143,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/3668.wav
134,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/415484.wav
64,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/50415.wav
114,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/239335.wav
46,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/339447.wav
154,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/265338.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/148212.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/193416.wav
98,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/90143.wav
66,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/102469.wav
114,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/276436.wav
154,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/269516.wav
107,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/199649.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/208842.wav
66,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/425235.wav
87,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/57408.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/376422.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/373572.wav
139,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/77928.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/34805.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/327123.wav
67,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/242963.wav
118,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/378341.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/140672.wav
43,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/365476.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/237324.wav
114,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/239309.wav
141,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/61838.wav
45,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/114237.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/140666.wav
108,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/233156.wav
116,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/116346.wav
161,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/212826.wav
10,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/377700.wav
115,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/192046.wav
116,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/169592.wav
34,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/158997.wav
165,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/55223.wav
96,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/373566.wav
51,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/18323.wav
192,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/133846.wav
137,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/111359.wav
47,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/140670.wav
66,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/331025.wav
98,/tmp\sound_datasets\fsd50k\FSD50K.dev_audio/91277.wav
